Hole Depth,Rate Of Penetration,Bit Depth,Time Of Penetration,Hook Load,Standpipe Pressure,Mud G/L Alarm State,Rotary RPM,Rotary Torque,Weight on Bit,On Bottom ROP,Total Mud Volume,Trip Tank Mud Volume,Line Wear,Pump 1 total strokes,Pump 2 total strokes,Total Pump Output,TotalPumpDisplacement,Block Height,Min Convertible Torque,Pump 3 total strokes,On Bottom Hours,Circulating Hours,Tool Face,Inclination,Azimuth,H2S,Nitrogen Pressure In,Nitrogen Volume In,Hydrocarbon Flow,MWD Temperature,Total Gas Return,MWD General Variable 1,Condensate Out,MWD General Variable 3,MWD General Variable 4,MWD Vibration XY Gamma,MWD Vibration Z Gamma,Over Pull,Fill Strokes,Total Fill Strokes,Min Pressure,Min Hook Load,Min Torque,Min RPM,Min WOB,Surface Stick Slip Index,MWD DYNAMIC INC,MWD DYNAMIC AZI,Pump Total Strokes Rate,Magnetic Toolface,Gravity Toolface,Cement Fluid Temp,MWD Vibration XYZ,Nitrogen Volume Out,Trip Tank 1 Low Threshold,Trip Tank 1 High Threshold,MWD Vibration Count,Trip Tank 2 Low Threshold,Trip Tank 2 High Threshold,Sensor Depth,Bit RPM,PVT Total Mud Gain/Loss,MWD General Variable 2,Flow Data air (cmf),Flow Data pressure (psig),Flow Data temp (F),AutoDriller On Bottom ROP Setpoint,Drilling Activity,AutoDriller Off Bottom ROP Limit,Trip Speed,Pump 4 total strokes,Total Strokes P1+P2+P3+P4,AutoDriller Status,Autodriller Sensitivity,Convertible Torque,MWD Vibration XYZ Gamma,MWD General Variable 5,MWD General Variable 6,MWD General Variable 7,MWD General Variable 8,MWD General Variable 9,MWD General Variable 10,MWD General Variable 0,Relative MSE,Motor RPM,Differential Pressure,AutoDriller WOB,AutoDriller WOB SP,AutoDriller Brake Pos,AutoDriller Diff Press,AutoDriller Diff Press SP,TTS Weight on Bit,Min TTS Weight on Bit,AutoDriller Ticks Per Depth,P1 Rate,P2 Rate,PVT Mud Tanks Included,PVT Monitor Mud Gain/Loss,PVT Mud G/L Threshold,Trip Tank 1 Refill Status,Flow 1 G/L Threshold,Trip Tank Fill,Trip Tank Accum,YYYY/MM/DD,HH:MM:SS
2054,250.12,2054,0.24,41.5,436,0,44,1292.76,5.2,250.12,-999.25,-999.25,9140,0,0,0,0,1,2,0,1.1,2,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,433,40,1168,44,3.8,5.3,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,44,-999.25,-999.25,2767,457,110,0,1,0,8.66,0,0,0,0,1.293,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,436.3,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,15:19:09
2055,14.84,2055,4.04,43.6,351,0,42,1302.4,2.6,14.84,-999.25,-999.25,9140,0,0,0,0,31,1,0,1.1,2.1,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,325,42,841,42,0.8,13.5,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,42,-999.25,-999.25,2645,359,103,0,1,0,4.33,0,0,0,0,1.302,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,350.6,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,15:24:23
2056,22.44,2056,2.67,43.1,373,0,42,1239.35,2.3,22.44,-999.25,-999.25,9140,0,0,0,0,29.9,1,0,1.1,2.1,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,351,42,1096,42,1.5,12.6,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,42,-999.25,-999.25,2700,384,102,0,1,0,4.33,0,0,0,0,1.239,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,373,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,15:24:36
2057,32.81,2057,1.83,42.8,392,0,42,1364.72,3.2,32.81,-999.25,-999.25,9140,0,0,0,0,28.9,1,0,1.1,2.1,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,373,42,1091,41,2.2,-999.25,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,42,-999.25,-999.25,2696,410,103,0,1,0,8.66,0,0,0,0,1.365,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,392.4,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,15:24:50
2058,45.44,2058,1.32,42.2,408,0,42,1338.01,3.5,45.44,-999.25,-999.25,9140,0,0,0,0,27.8,1,0,1.1,2.1,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,393,41,1035,41,1.9,-999.25,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,42,-999.25,-999.25,2731,423,103,0,1,0,4.33,0,0,0,0,1.338,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,408.4,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,15:25:05
2059,63.96,2059,0.94,42.5,427,0,42,1450.02,3.9,63.96,-999.25,-999.25,9140,0,0,0,0,26.8,1,0,1.1,2.1,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,409,41,1017,41,2.3,8.6,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,42,-999.25,-999.25,2751,445,103,0,1,0,8.66,0,0,0,0,1.45,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,426.8,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,15:25:32
2060,70.92,2060,0.85,42.3,427,0,42,1233.42,3.1,70.92,-999.25,-999.25,9140,0,0,0,0,25.8,2,0,1.2,2.1,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,421,42,1128,42,2.4,8.7,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,42,-999.25,-999.25,2778,446,103,0,1,0,8.66,0,0,0,0,1.233,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,426.7,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,15:25:43
2061,78.78,2061,0.76,42.1,424,0,42,1274.96,3.5,78.78,-999.25,-999.25,9140,0,0,0,0,24.8,2,0,1.2,2.1,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,421,41,1117,42,2.6,8.8,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,42,-999.25,-999.25,2767,442,103,0,1,0,8.66,0,0,0,0,1.275,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,423.7,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,15:25:53
2062,92.71,2062,0.65,41.9,434,0,42,1638.44,4.2,92.71,-999.25,-999.25,9140,0,0,0,0,23.8,1,0,1.2,2.1,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,424,40,1038,41,2.9,12.8,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,42,-999.25,-999.25,2769,451,103,0,1,0,8.66,0,0,0,0,1.638,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,433.5,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,15:26:11
2063,114.32,2063,0.52,41.9,442,0,42,1211.16,3.8,114.32,-999.25,-999.25,9140,0,0,0,0,22.8,1,0,1.2,2.1,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,434,41,926,42,2.9,13.2,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,42,-999.25,-999.25,2779,461,104,0,1,0,4.33,0,0,0,0,1.211,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,442.3,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,15:26:34
2064,140.12,2064,0.43,41.6,444,0,42,1165.17,3.7,140.12,-999.25,-999.25,9140,0,0,0,0,21.8,1,0,1.2,2.1,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,442,41,931,42,3,14,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,42,-999.25,-999.25,2785,463,105,0,1,0,8.66,0,0,0,0,1.165,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,443.7,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,15:26:53
2065,160.89,2065,0.37,41.6,447,0,42,1122.89,3.7,160.89,-999.25,-999.25,9140,0,0,0,0,20.8,1,0,1.2,2.1,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,444,41,935,42,3.1,-999.25,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,42,-999.25,-999.25,2785,466,106,0,1,0,8.66,0,0,0,0,1.123,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,447.2,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,15:27:12
2066,174.4,2066,0.34,41.5,448,0,42,1176.3,3.9,174.4,-999.25,-999.25,9140,0,0,0,0,19.9,1,0,1.2,2.1,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,447,41,966,42,3.3,5.7,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,42,-999.25,-999.25,2786,467,106,0,1,0,8.66,0,0,0,0,1.176,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,448.4,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,15:27:28
2067,181.65,2067,0.33,41.8,448,0,42,1234.9,3.6,181.65,-999.25,-999.25,9140,0,0,0,0,18.9,1,0,1.2,2.1,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,446,41,1060,42,2.9,5.7,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,42,-999.25,-999.25,2777,468,107,0,1,0,8.66,0,0,0,0,1.235,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,448.2,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,15:27:38
2068,190.95,2068,0.31,41.5,448,0,42,1252.7,3.8,190.95,-999.25,-999.25,9140,0,0,0,0,17.9,2,0,1.2,2.1,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,446,41,1115,42,3.3,5.6,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,42,-999.25,-999.25,2774,466,107,0,1,0,8.66,0,0,0,0,1.253,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,447.9,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,15:27:51
2069,199.62,2069,0.3,41.6,450,0,42,1392.16,3.6,199.62,-999.25,-999.25,9140,0,0,0,0,16.9,1,0,1.2,2.1,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,448,41,1087,41,3.1,5.7,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,42,-999.25,-999.25,2766,469,108,0,1,0,8.66,0,0,0,0,1.392,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,449.7,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,15:28:03
2070,207.29,2070,0.29,41.7,451,0,42,1355.81,3.8,207.29,-999.25,-999.25,9140,0,0,0,0,15.9,1,0,1.2,2.1,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,450,41,1053,41,3.1,5.8,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,42,-999.25,-999.25,2771,470,108,0,1,0,8.66,0,0,0,0,1.356,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,450.9,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,15:28:14
2071,214.43,2071,0.28,41.8,452,0,42,1452.25,5,214.43,-999.25,-999.25,9140,0,0,0,0,14.9,1,0,1.2,2.1,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,451,40,923,41,2.9,13.9,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,42,-999.25,-999.25,2774,472,109,0,1,0,4.33,0,0,0,0,1.452,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,452.2,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,15:28:33
2072,217.54,2072,0.28,41.7,452,0,42,1373.62,4,217.54,-999.25,-999.25,9140,0,0,0,0,13.8,1,0,1.2,2.1,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,451,41,905,41,3,17,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,42,-999.25,-999.25,2775,472,110,0,1,0,4.33,0,0,0,0,1.374,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,452.1,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,15:28:54
2073,219.11,2073,0.27,41.7,451,0,42,1292.76,4,219.11,-999.25,-999.25,9140,0,0,0,0,12.8,1,0,1.2,2.1,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,449,41,961,42,3.1,-999.25,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,42,-999.25,-999.25,2774,470,110,0,1,0,8.66,0,0,0,0,1.293,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,450.6,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,15:29:10
2074,220.97,2074,0.27,42.3,450,0,42,1210.42,3.5,220.97,-999.25,-999.25,9140,0,0,0,0,11.8,1,0,1.2,2.2,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,448,41,993,42,2.4,-999.25,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,42,-999.25,-999.25,2775,470,110,0,1,0,8.66,0,0,0,0,1.21,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,450,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,15:29:24
2075,223.49,2075,0.27,41.6,448,0,42,1310.56,3.9,223.49,-999.25,-999.25,9140,0,0,0,0,10.8,1,0,1.2,2.2,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,446,41,1097,41,3.2,12.3,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,42,-999.25,-999.25,2780,470,111,0,1,0,8.66,0,0,0,0,1.311,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,447.6,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,15:29:34
2076,227.51,2076,0.26,41.6,447,0,42,1195.58,3.4,227.51,-999.25,-999.25,9140,0,0,0,0,9.8,1,0,1.2,2.2,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,446,41,1106,42,3.1,12,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,42,-999.25,-999.25,2767,467,111,0,1,0,8.66,0,0,0,0,1.196,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,446.9,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,15:29:46
2077,233.27,2077,0.26,42.3,447,0,42,1444.09,4,233.27,-999.25,-999.25,9140,0,0,0,0,8.8,2,0,1.2,2.2,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,445,41,1117,41,2.7,-999.25,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,42,-999.25,-999.25,2766,467,112,0,1,0,8.66,0,0,0,0,1.444,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,446.6,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,15:30:00
2078,237.67,2078,0.25,42.4,447,0,42,1353.59,3.1,237.67,-999.25,-999.25,9140,0,0,0,0,7.8,2,0,1.2,2.2,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,442,41,1127,41,2.4,-999.25,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,42,-999.25,-999.25,2769,467,112,0,1,0,8.66,0,0,0,0,1.354,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,446.5,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,15:30:12
2079,240.17,2079,0.25,41.6,442,0,42,1200.03,3.5,240.17,-999.25,-999.25,9140,0,0,0,0,6.8,1,0,1.2,2.2,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,438,41,1081,42,3.1,12,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,42,-999.25,-999.25,2773,464,112,0,1,0,8.66,0,0,0,0,1.2,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,441.8,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,15:30:20
2080,243.1,2080,0.25,42.1,440,0,42,1792.74,4.2,243.1,-999.25,-999.25,9140,0,0,0,0,5.9,1,0,1.2,2.2,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,438,40,1056,41,2.6,12.1,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,42,-999.25,-999.25,2752,460,112,0,1,0,8.66,0,0,0,0,1.793,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,440.2,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,15:30:35
2081,245.51,2081,0.24,42.6,442,0,42,1313.53,4,245.51,-999.25,-999.25,9140,0,0,0,0,4.9,1,0,1.2,2.2,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,438,41,1056,41,2.2,20.9,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,42,-999.25,-999.25,2772,462,112,0,1,0,4.33,0,0,0,0,1.314,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,441.8,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,15:30:57
2082,247.88,2082,0.24,42.3,438,0,42,1243.8,3.6,247.88,-999.25,-999.25,9140,0,0,0,0,3.9,2,0,1.2,2.2,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,434,41,1112,42,2.5,21.1,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,42,-999.25,-999.25,2769,460,112,0,1,0,8.66,0,0,0,0,1.244,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,438.3,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,15:31:09
2083,253,2083,0.24,41.9,439,0,42,1234.9,3.8,253,-999.25,-999.25,9140,0,0,0,0,2.9,1,0,1.3,2.2,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,432,41,992,42,2.5,21.2,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,42,-999.25,-999.25,2757,459,112,0,1,0,4.33,0,0,0,0,1.235,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,438.5,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,15:31:39
2084,253.42,2084,0.24,42,439,0,42,1151.82,4.2,253.42,-999.25,-999.25,9140,0,0,0,0,1.9,1,0,1.3,2.2,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,437,41,951,42,2.7,5.7,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,42,-999.25,-999.25,2775,460,112,0,1,0,4.33,0,0,0,0,1.152,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,439.5,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,15:32:05
2085,250.78,2085,0.24,41.3,442,0,42,1178.52,4.3,250.78,-999.25,-999.25,9140,0,0,0,0,0.9,1,0,1.3,2.2,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,438,40,1006,41,3.8,4.7,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,42,-999.25,-999.25,2767,463,112,0,1,0,4.33,0,0,0,0,1.179,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,442.3,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,15:32:25
2086,8.96,2086,6.69,43.7,356,0,40,1193.36,2.5,8.96,-999.25,-999.25,9140,0,0,0,0,30.9,1,0,1.3,2.3,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,333,42,905,40,1.5,15.5,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,40,-999.25,-999.25,2671,367,103,0,1,0,8.66,0,0,0,0,1.193,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,356.3,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,15:37:13
2087,20.19,2087,2.97,42.4,382,0,40,1220.81,3.9,20.19,-999.25,-999.25,9140,0,0,0,0,29.9,1,0,1.3,2.3,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,357,41,1081,39,2.3,-999.25,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,40,-999.25,-999.25,2697,392,103,0,1,0,4.33,0,0,0,0,1.221,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,382.2,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,15:37:29
2088,31.11,2088,1.93,42.5,400,0,40,1222.29,3.8,31.11,-999.25,-999.25,9140,0,0,0,0,28.9,1,0,1.3,2.3,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,382,42,1059,39,2.7,-999.25,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,40,-999.25,-999.25,2712,414,103,0,1,0,8.66,0,0,0,0,1.222,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,399.9,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,15:37:43
2089,40.32,2089,1.49,41.7,409,0,40,1443.35,4.5,40.32,-999.25,-999.25,9140,0,0,0,0,27.8,1,0,1.3,2.3,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,400,41,1072,39,3.1,-999.25,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,40,-999.25,-999.25,2737,422,104,0,1,0,8.66,0,0,0,0,1.443,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,409,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,15:37:54
