Hole Depth,Rate Of Penetration,Bit Depth,Time Of Penetration,Hook Load,Standpipe Pressure,Mud G/L Alarm State,Rotary RPM,Rotary Torque,Weight on Bit,On Bottom ROP,Total Mud Volume,Trip Tank Mud Volume,Line Wear,Pump 1 total strokes,Pump 2 total strokes,Total Pump Output,TotalPumpDisplacement,Block Height,Pump 3 total strokes,On Bottom Hours,Circulating Hours,Tool Face,Inclination,Azimuth,H2S,Nitrogen Pressure In,Nitrogen Volume In,Hydrocarbon Flow,Nitrogen Volume Out,Total Gas Return,Condensate Out,Over Pull,Fill Strokes,Total Fill Strokes,Min Pressure,Min Hook Load,Min Torque,Min RPM,Min WOB,Surface Stick Slip Index,MWD DYNAMIC INC,MWD DYNAMIC AZI,Pump Total Strokes Rate,Magnetic Toolface,Gravity Toolface,Bit RPM,Trip Tank 1 Low Threshold,Trip Tank 1 High Threshold,Trip Tank 2 Low Threshold,Trip Tank 2 High Threshold,Sensor Depth,PVT Total Mud Gain/Loss,Differential Pressure,Flow Data air (cmf),Flow Data pressure (psig),Flow Data temp (F),TTS Weight on Bit,Drilling Activity,AutoDriller Off Bottom ROP Limit,Trip Speed,Pump 4 total strokes,Total Strokes P1+P2+P3+P4,AutoDriller Status,Autodriller Sensitivity,Convertible Torque,Min Convertible Torque,Motor RPM,AutoDriller WOB SP,AutoDriller Diff Press SP,AutoDriller On Bottom ROP Setpoint,Min TTS Weight on Bit,P1 Rate,P2 Rate,PVT Mud Tanks Included,PVT Monitor Mud Gain/Loss,PVT Mud G/L Threshold,Trip Tank 1 Refill Status,Flow 1 G/L Threshold,Trip Tank Fill,Trip Tank Accum,YYYY/MM/DD,HH:MM:SS,Memos,Extra1,Extra2,Extra3
59,14.89,59,4.03,5.2,158,0,0,102.904,4.4,14.89,-999.25,-999.25,8704,0,0,0,0,47.3,0,0,0.2,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,157,4,69,0,3.5,-999.25,0,0,0,234,26,0,0,0,0,0,0,-999.25,157.6,1510,185,74,0,0,0,8.66,0,0,0,0,0.103,0,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,6/28/2015,7:10:22,HOLE DEPTH CHANGED TO 68.0 FEET,HOLE DEPTH CHANGED TO 58.0 FEET,BIT DEPTH CHANGED TO 40.1 FEET,ZWOB from SideKick sk-06-03-3887
60,21.96,60,2.73,4.4,158,0,0,211.208,4.5,21.96,-999.25,-999.25,8704,0,0,0,0,46,0,0,0.2,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,158,3,78,0,3.8,-999.25,0,0,0,234,26,0,0,0,0,0,0,-999.25,157.7,1540,185,74,0,0,0,12.98,0,0,0,0,0.211,0,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,6/28/2015,7:10:27,,,,
61,40.25,61,1.49,12.5,176,0,151,1548.68,7.1,40.25,-999.25,-999.25,8704,0,0,0,0,45.2,0,0,0.2,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,3.8,0,0,158,2,110,0,0,-999.25,0,0,0,234,26,151,0,0,0,0,0,-999.25,175.8,1549,186,74,0,1,0,8.66,0,0,0,0,1.549,0,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,6/28/2015,7:10:44,,,,
62,12.83,62,4.68,13.8,322,0,208,3487.77,6.2,12.83,-999.25,-999.25,8704,0,0,0,0,44.2,0,0,0.5,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,5.1,0,0,169,2,335,111,0,-999.25,0,0,0,234,26,208,0,0,0,0,0,-999.25,322.2,2407,346,77,0,1,0,8.66,0,0,0,0,3.488,0,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,6/28/2015,7:25:18,,,,
63,24.96,63,2.4,13.8,323,0,199,2579.05,6.3,24.96,-999.25,-999.25,8704,0,0,0,0,43.1,0,0,0.5,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,5.1,0,0,296,2,341,171,5.2,-999.25,0,0,0,234,26,199,0,0,0,0,0,-999.25,322.6,2587,354,78,0,1,0,4.33,0,0,0,0,2.579,0,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,6/28/2015,7:26:01,,,,
64,35.34,64,1.7,26.5,329,0,200,2038.28,6.9,35.34,-999.25,-999.25,8704,0,0,0,0,42,0,0,0.5,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,17.8,0,0,274,2,305,171,0,-999.25,0,0,0,234,26,200,0,0,0,0,0,-999.25,328.9,2699,359,77,0,1,0,8.66,0,0,0,0,2.038,0,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,6/28/2015,7:26:36,,,,
65,49.36,65,1.22,3.7,333,0,200,588.045,6.1,49.36,-999.25,-999.25,8704,0,0,0,0,41.1,0,0.1,0.5,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,329,2,302,199,5.2,-999.25,0,0,0,234,26,200,0,0,0,0,0,-999.25,332.8,2585,365,78,0,1,0,4.33,0,0,0,0,0.588,0,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,6/28/2015,7:27:17,,,,
66,63.12,66,0.95,12.2,336,0,200,672.611,6.2,63.12,-999.25,-999.25,8704,0,0,0,0,40.1,0,0.1,0.5,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,3.6,0,0,329,3,311,197,0,25.8,0,0,0,234,26,200,0,0,0,0,0,-999.25,336,2536,367,78,0,1,0,8.66,0,0,0,0,0.673,0,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,6/28/2015,7:27:43,,,,
67,74.49,67,0.81,21.2,338,0,200,3222.2,5.7,74.49,-999.25,-999.25,8704,0,0,0,0,39.1,0,0.1,0.5,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,12.5,0,0,307,3,345,169,0,-999.25,0,0,0,234,26,200,0,0,0,0,0,-999.25,337.9,2607,371,79,0,1,0,8.66,0,0,0,0,3.222,0,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,6/28/2015,7:28:03,,,,
68,81.44,68,0.74,13.7,325,0,200,733.439,5.6,81.44,-999.25,-999.25,8704,0,0,0,0,38.1,0,0.1,0.5,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,5.1,0,0,306,5,326,169,0,-999.25,0,0,0,234,26,200,0,0,0,0,0,-999.25,325.3,2710,350,79,0,1,0,8.66,0,0,0,0,0.733,0,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,6/28/2015,7:28:15,,,,
69,96.29,69,0.62,18.4,335,0,203,3337.18,3.8,96.29,-999.25,-999.25,8704,0,0,0,0,37.1,0,0.1,0.5,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,9.7,0,0,284,3,338,155,0,-999.25,0,0,0,234,26,203,0,0,0,0,0,-999.25,335.1,2539,368,79,0,1,0,8.66,0,0,0,0,3.337,0,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,6/28/2015,7:28:41,,,,
70,108.84,70,0.55,26.3,316,0,203,3246.68,5.6,108.84,-999.25,-999.25,8704,0,0,0,0,36.1,0,0.1,0.5,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,17.7,0,0,283,3,302,177,0,-999.25,0,0,0,234,26,203,0,0,0,0,0,-999.25,316.5,2850,338,80,0,1,0,8.66,0,0,0,0,3.247,0,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,6/28/2015,7:29:04,,,,
71,123.59,71,0.49,42.6,307,0,196,3380.2,5.7,123.59,-999.25,-999.25,8704,0,0,0,0,35.2,0,0.1,0.6,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,33.9,0,0,265,3,377,164,0,-999.25,0,0,0,234,26,196,0,0,0,0,0,-999.25,307.2,2744,351,80,0,1,0,8.66,0,0,0,0,3.38,1,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,6/28/2015,7:29:34,Connection at 70.9,RPM LOW READING RECALIBRATED,RPM HIGH READING RECALIBRATED,ZWOB from SideKick sk-06-03-3887
72,10.81,72,5.55,7,229,0,20,2795.66,7.1,10.81,-999.25,-999.25,8704,0,0,0,0,64.8,0,0.1,0.7,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,176,2,355,16,2.6,-999.25,0,0,0,234,26,20,0,0,0,0,0,-999.25,228.9,1880,226,74,0,1,0,12.98,0,0,0,0,2.796,0,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,6/28/2015,7:48:11,,,,
73,20.86,73,2.88,26.1,268,0,19,3211.07,7.4,20.86,-999.25,-999.25,8704,0,0,0,0,64.1,0,0.1,0.7,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,16.5,0,0,206,2,517,15,0,-999.25,0,0,0,234,26,19,0,0,0,0,0,-999.25,267.8,2157,307,75,0,2,0,8.66,0,0,0,0,3.211,1,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,6/28/2015,7:48:36,,,,
74,33.18,74,1.81,24.5,314,0,19,2922.51,6.5,33.18,-999.25,-999.25,8704,0,0,0,0,63.1,0,0.1,0.7,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,15,0,0,268,3,425,16,0,-999.25,0,0,0,234,26,19,0,0,0,0,0,-999.25,313.6,2617,335,76,0,1,0,8.66,0,0,0,0,2.923,1,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,6/28/2015,7:49:07,,,,
75,44.87,75,1.34,21.3,327,0,19,2418.08,3.8,44.87,-999.25,-999.25,8704,0,0,0,0,62,0,0.1,0.8,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,11.7,0,0,305,6,442,16,0,-999.25,0,0,0,234,26,19,0,0,0,0,0,-999.25,327.3,2703,357,77,0,1,0,8.66,0,0,0,0,2.418,1,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,6/28/2015,7:49:34,,,,
76,58.52,76,1.03,25.1,327,0,19,3080.51,5.5,58.52,-999.25,-999.25,8704,0,0,0,0,61.2,0,0.1,0.8,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,15.6,0,0,269,4,437,15,0,-999.25,0,0,0,234,26,19,0,0,0,0,0,-999.25,326.6,2663,360,77,0,1,0,8.66,0,0,0,0,3.081,1,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,6/28/2015,7:50:10,,,,
77,72.65,77,0.83,6.2,336,0,19,752.726,6.8,72.65,-999.25,-999.25,8704,0,0,0,0,60.2,0,0.1,0.8,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,298,3,452,19,2.5,-999.25,0,0,0,234,26,19,0,0,0,0,0,-999.25,335.7,2521,366,78,0,1,0,8.66,0,0,0,0,0.753,1,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,6/28/2015,7:50:37,,,,
78,88.15,78,0.68,3.7,341,0,19,740.857,6.6,88.15,-999.25,-999.25,8704,0,0,0,0,59.2,0,0.2,0.8,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,336,3,466,19,5.9,-999.25,0,0,0,234,26,19,0,0,0,0,0,-999.25,341.1,2541,372,78,0,1,0,8.66,0,0,0,0,0.741,1,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,6/28/2015,7:51:00,,,,
79,102.85,79,0.58,8.4,342,0,19,3115.38,7.7,102.85,-999.25,-999.25,8704,0,0,0,0,58.1,0,0.2,0.8,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,301,2,481,15,1.2,-999.25,0,0,0,234,26,19,0,0,0,0,0,-999.25,341.5,2748,375,79,0,1,0,8.66,0,0,0,0,3.115,1,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,6/28/2015,7:51:26,,,,
80,114.82,80,0.52,3.4,340,0,18,604.365,6.9,114.82,-999.25,-999.25,8704,0,0,0,0,57.1,0,0.2,0.8,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,336,3,455,18,6.2,-999.25,0,0,0,234,26,18,0,0,0,0,0,-999.25,339.7,2569,372,79,0,1,0,4.33,0,0,0,0,0.604,1,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,6/28/2015,7:51:55,,,,
81,122.77,81,0.49,3.6,338,0,18,682.255,6.8,122.77,-999.25,-999.25,8704,0,0,0,0,56.1,0,0.2,0.8,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,335,3,450,18,6,-999.25,0,0,0,234,26,18,0,0,0,0,0,-999.25,338.4,2554,372,79,0,1,0,4.33,0,0,0,0,0.682,1,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,6/28/2015,7:52:29,,,,
82,126.94,82,0.47,29.8,341,0,327,2333.51,7.8,126.94,-999.25,-999.25,8704,0,0,0,0,55.1,0,0.2,0.8,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,20.2,0,0,299,2,464,16,0,-999.25,0,0,0,234,26,327,0,0,0,0,0,-999.25,340.7,2842,371,80,0,1,0,4.33,0,0,0,0,2.334,1,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,6/28/2015,7:52:58,,,,
83,128.48,83,0.47,3.6,340,0,18,672.611,6.7,128.48,-999.25,-999.25,8704,0,0,0,0,54.1,0,0.2,0.8,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,330,3,438,18,6,-999.25,0,0,0,234,26,18,0,0,0,0,0,-999.25,340.3,2552,372,80,0,1,0,4.33,0,0,0,0,0.673,1,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,6/28/2015,7:53:28,,,,
84,128.46,84,0.47,3.8,342,0,18,654.808,6.7,128.46,-999.25,-999.25,8704,0,0,0,0,53.1,0,0.2,0.8,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,340,3,469,18,5.8,-999.25,0,0,0,234,26,18,0,0,0,0,0,-999.25,342.1,2526,375,81,0,1,0,4.33,0,0,0,0,0.655,1,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,6/28/2015,7:53:51,,,,
85,127.47,85,0.47,3.8,343,0,18,754.21,6.6,127.47,-999.25,-999.25,8704,0,0,0,0,52.1,0,0.2,0.8,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,342,3,488,18,5.7,-999.25,0,0,0,234,26,18,0,0,0,0,0,-999.25,343.2,2565,376,81,0,1,0,4.33,0,0,0,0,0.754,1,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,6/28/2015,7:54:19,,,,
86,127.39,86,0.47,3.8,346,0,18,3388.36,7.7,127.39,-999.25,-999.25,8704,0,0,0,0,51.1,0,0.2,0.8,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,298,2,441,14,5.8,-999.25,0,0,0,234,26,18,0,0,0,0,0,-999.25,345.5,2541,378,81,0,2,0,4.33,0,0,0,0,3.388,1,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,6/28/2015,7:54:50,,,,
87,127.59,87,0.47,11.4,327,0,18,2511.55,7.8,127.59,-999.25,-999.25,8704,0,0,0,0,50.1,0,0.2,0.9,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,1.8,0,0,249,2,433,15,4.3,-999.25,0,0,0,234,26,18,0,0,0,0,0,-999.25,327.4,2830,352,82,0,1,0,8.66,0,0,0,0,2.512,1,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,6/28/2015,7:55:36,,,,
88,125.11,88,0.48,28.6,328,0,18,2225.21,7.7,125.11,-999.25,-999.25,8704,0,0,0,0,48.9,0,0.2,0.9,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,19,0,0,270,2,443,16,0,-999.25,0,0,0,234,26,18,0,0,0,0,0,-999.25,328.4,2555,359,82,0,1,0,8.66,0,0,0,0,2.225,1,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,6/28/2015,7:56:16,,,,
89,120.99,89,0.5,17,329,0,18,2829.04,7.8,120.99,-999.25,-999.25,8704,0,0,0,0,48,0,0.3,0.9,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,7.4,0,0,234,2,432,15,0,-999.25,0,0,0,234,26,18,0,0,0,0,0,-999.25,329.2,2731,361,82,0,1,0,8.66,0,0,0,0,2.829,1,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,6/28/2015,7:57:21,,,,
90,2.43,90,24.68,18.9,239,0,19,1282.38,7.7,2.43,-999.25,-999.25,8704,0,0,0,0,46.5,0,0.3,0.9,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,9.3,0,0,176,2,382,12,0,-999.25,0,0,0,234,26,19,0,0,0,0,0,-999.25,239.5,1853,245,81,0,2,0,4.33,0,0,0,0,1.282,1,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,6/28/2015,8:00:06,,,,
91,11.72,91,5.12,19.3,328,0,19,2539,5.9,11.72,-999.25,-999.25,8704,0,0,0,0,46.3,0,0.3,0.9,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,9.7,0,0,241,4,464,16,0,-999.25,0,0,0,234,26,19,0,0,0,0,0,-999.25,328.2,2657,356,83,0,1,0,8.66,0,0,0,0,2.539,1,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,6/28/2015,8:00:38,,,,
92,23.57,92,2.55,25.2,323,0,19,2277.14,6.8,23.57,-999.25,-999.25,8704,0,0,0,0,45.3,0,0.3,0.9,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,15.7,0,0,277,3,427,16,0,-999.25,0,0,0,234,26,19,0,0,0,0,0,-999.25,322.6,2621,358,82,0,1,0,4.33,0,0,0,0,2.277,1,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,6/28/2015,8:01:19,,,,
93,33.17,93,1.81,14,335,0,19,2332.03,4.3,33.17,-999.25,-999.25,8704,0,0,0,0,44.2,0,0.3,1,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,4.4,0,0,278,5,429,16,0,-999.25,0,0,0,234,26,19,0,0,0,0,0,-999.25,335.1,2736,358,82,0,1,0,8.66,0,0,0,0,2.332,1,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,6/28/2015,8:01:46,,,,
94,49.86,94,1.2,18.6,349,0,19,2317.94,5.9,49.86,-999.25,-999.25,8704,0,0,0,0,43.1,0,0.3,1,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,9,0,0,300,4,427,17,0,-999.25,0,0,0,234,26,19,0,0,0,0,0,-999.25,348.7,2635,382,82,0,1,0,8.66,0,0,0,0,2.318,1,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,6/28/2015,8:02:25,,,,
95,59.51,95,1.01,9.4,348,0,19,768.304,0.5,59.51,-999.25,-999.25,8704,0,0,0,0,42.1,0,0.3,1,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,325,9,512,19,0.2,-999.25,0,0,0,234,26,19,0,0,0,0,0,-999.25,348.5,2412,376,82,0,1,0,8.66,0,0,0,0,0.768,1,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,6/28/2015,8:02:39,,,,
96,72.65,96,0.83,21.3,349,0,19,2460.36,5.2,72.65,-999.25,-999.25,8704,0,0,0,0,41.1,0,0.3,1,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,11.7,0,0,295,4,668,17,0,-999.25,0,0,0,234,26,19,0,0,0,0,0,-999.25,348.5,2649,382,83,0,1,0,8.66,0,0,0,0,2.46,1,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,6/28/2015,8:02:57,,,,
97,91.53,97,0.66,17.6,333,0,19,3162.11,5.3,91.53,-999.25,-999.25,8704,0,0,0,0,40.1,0,0.3,1,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,8.1,0,0,285,4,446,16,0,-999.25,0,0,0,234,26,19,0,0,0,0,0,-999.25,333,2511,359,82,0,1,0,8.66,0,0,0,0,3.162,1,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,6/28/2015,8:03:24,,,,
98,110.49,98,0.54,17.3,314,0,19,2845.36,4.9,110.49,-999.25,-999.25,8704,0,0,0,0,39.1,0,0.3,1,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,7.8,0,0,287,5,427,16,0,-999.25,0,0,0,234,26,19,0,0,0,0,0,-999.25,314.1,2624,353,82,0,1,0,4.33,0,0,0,0,2.845,1,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,6/28/2015,8:03:53,,,,
99,124.34,99,0.48,18.9,348,0,19,2848.33,3.7,124.34,-999.25,-999.25,8704,0,0,0,0,38.1,0,0.3,1,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,9.3,0,0,283,6,465,16,0,-999.25,0,0,0,234,26,19,0,0,0,0,0,-999.25,347.9,2543,370,82,0,1,0,8.66,0,0,0,0,2.848,1,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,6/28/2015,8:04:20,,,,
100,135.11,100,0.44,28.5,338,0,19,2900.25,5.1,135.11,-999.25,-999.25,8704,0,0,0,0,37.1,0,0.4,1,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,18.9,0,0,289,4,431,16,0,-999.25,0,0,0,234,26,19,0,0,0,0,0,-999.25,337.7,2631,381,83,0,1,0,8.66,0,0,0,0,2.9,1,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,6/28/2015,8:04:50,,,,
101,141.5,101,0.42,16.6,349,0,19,2485.59,6.6,141.5,-999.25,-999.25,8704,0,0,0,0,36.1,0,0.4,1,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,7,0,0,293,3,414,16,0,-999.25,0,0,0,234,26,19,0,0,0,0,0,-999.25,349.2,2545,383,83,0,1,0,4.33,0,0,0,0,2.486,1,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,6/28/2015,8:05:22,,,,
102,141.59,102,0.42,21.5,351,0,19,2005.64,4.7,141.59,-999.25,-999.25,8704,0,0,0,0,35.1,0,0.4,1,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,11.9,0,0,308,5,435,17,0,-999.25,0,0,0,234,26,19,0,0,0,0,0,-999.25,350.6,2605,378,84,0,1,0,8.66,0,0,0,0,2.006,1,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,6/28/2015,8:05:51,Connection at 102.0,ZWOB from SideKick sk-06-03-3887,,
103,7.39,103,8.11,9.3,325,0,11,1402.55,6.8,7.39,-999.25,-999.25,8704,0,0,0,0,64.3,0,0.4,1.2,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,189,3,194,10,0,-999.25,0,0,0,234,26,11,0,0,0,0,0,-999.25,324.9,2026,311,76,0,2,0,4.33,0,0,0,0,1.403,0,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,6/28/2015,8:22:43,,,,
104,18.03,104,3.33,3.5,359,0,11,611.783,6.9,18.03,-999.25,-999.25,8704,0,0,0,0,63.8,0,0.4,1.3,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,326,3,365,11,6.2,-999.25,0,0,0,234,26,11,0,0,0,0,0,-999.25,358.6,2564,390,79,0,2,0,4.33,0,0,0,0,0.612,0,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,6/28/2015,8:23:33,,,,
105,27.08,105,2.22,3.6,356,0,18,934.469,7,27.08,-999.25,-999.25,8704,0,0,0,0,62.9,0,0.4,1.3,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,340,3,345,11,6.2,-999.25,0,0,0,234,26,18,0,0,0,0,0,-999.25,355.5,2602,388,79,0,2,0,4.33,0,0,0,0,0.934,0,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,6/28/2015,8:24:11,,,,
106,39.8,106,1.51,3.6,357,0,17,723.054,7.1,39.8,-999.25,-999.25,8704,0,0,0,0,61.9,0,0.4,1.3,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,346,3,455,16,6.1,-999.25,0,0,0,234,26,17,0,0,0,0,0,-999.25,356.9,2566,390,80,0,1,0,4.33,0,0,0,0,0.723,1,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,6/28/2015,8:24:54,,,,
107,57.94,107,1.04,3.5,360,0,16,811.329,7,57.94,-999.25,-999.25,8704,0,0,0,0,60.9,0,0.4,1.3,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,356,3,488,16,6.3,-999.25,0,0,0,234,26,16,0,0,0,0,0,-999.25,359.7,2552,392,81,0,1,0,4.33,0,0,0,0,0.811,1,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,6/28/2015,8:25:34,,,,
108,74.45,108,0.81,3.4,371,0,16,1861.73,6.9,74.45,-999.25,-999.25,8704,0,0,0,0,59.9,0,0.4,1.3,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,360,3,670,14,6.3,-999.25,0,0,0,234,26,16,0,0,0,0,0,-999.25,370.9,2564,403,83,0,2,0,4.33,0,0,0,0,1.862,1,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,6/28/2015,8:26:19,,,,
109,83.44,109,0.72,3.5,371,0,15,1858.76,6.9,83.44,-999.25,-999.25,8704,0,0,0,0,58.9,0,0.5,1.3,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,370,3,1144,14,6.6,-999.25,0,0,0,234,26,15,0,0,0,0,0,-999.25,370.9,2554,404,84,0,2,0,4.33,0,0,0,0,1.859,2,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,6/28/2015,8:27:01,,,,
110,85.71,110,0.7,4.5,371,0,15,1409.22,6.8,85.71,-999.25,-999.25,8704,0,0,0,0,57.9,0,0.5,1.3,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,367,3,877,15,5.2,-999.25,0,0,0,234,26,15,0,0,0,0,0,-999.25,371.4,2559,404,85,0,2,0,4.33,0,0,0,0,1.409,1,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,6/28/2015,8:27:45,,,,
